Index,Time,CenterX,CenterY,LeftX,LeftY,RightX,RightY,Angle,AngleX,AngleY
0,0,0,0,0,0,0,0,0,0,0
1,0.01111111,0,0,0,0,0,0,0,0,0
2,0.02222222,0,0,0,0,0,0,0,0,0
3,0.03333334,0,0,0,0,0,0,0,0,0
4,0.04444445,0,0,0,0,0,0,0,0,0
5,0.05555556,0,0,0,0,0,0,0,0,0
6,0.06666667,0,0,0,0,0,0,0,0,0
7,0.07777778,0,0,0,0,0,0,0,0,0
8,0.08888889,0,0,0,0,0,0,0,0,0
9,0.1,0,0,0,0,0,0,0,0,0
10,0.1111111,0,0,0,0,0,0,0,0,0
11,0.1222222,0,0,0,0,0,0,0,0,0
12,0.1333333,0,0,0,0,0,0,0,0,0
13,0.1444445,0,0,0,0,0,0,0,0,0
14,0.1555556,0,0,0,0,0,0,0,0,0
15,0.1666667,0,0,0,0,0,0,0,0,0
16,0.1777778,0,0,0,0,0,0,0,0,0
17,0.1888889,0,0,0,0,0,0,0,0,0
18,0.2,0,0,0,0,0,0,0,0,0
19,0.2111111,0,0,0,0,0,0,0,0,0
20,0.2222222,0,0,0,0,0,0,0,0,0
21,0.2333333,0,0,0,0,0,0,0,0,0
22,0.2444444,0,0,0,0,0,0,0,0,0
23,0.2555556,0,0,0,0,0,0,0,0,0
24,0.2666667,0,0,0,0,0,0,0,0,0
25,0.2777778,0,0,0,0,0,0,0,0,0
26,0.2888889,0,0,0,0,0,0,0,0,0
27,0.3,0,0,0,0,0,0,0,0,0
28,0.3111111,0,0,0,0,0,0,0,0,0
29,0.3222222,0,0,0,0,0,0,0,0,0
30,0.3333333,0,0,0,0,0,0,0,0,0
31,0.3444445,0,0,0,0,0,0,0,0,0
32,0.3555556,0,0,0,0,0,0,0,0,0
33,0.3666667,0,0,0,0,0,0,0,0,0
34,0.3777778,0,0,0,0,0,0,0,0,0
35,0.3888889,0,0,0,0,0,0,0,0,0
36,0.4,0,0,0,0,0,0,0,0,0
37,0.4111111,0,0,0,0,0,0,0,0,0
38,0.4222222,0,0,0,0,0,0,0,0,0
39,0.4333333,0,0,0,0,0,0,0,0,0
40,0.4444444,0,0,0,0,0,0,0,0,0
41,0.4555556,0,0,0,0,0,0,0,0,0
42,0.4666667,0,0,0,0,0,0,0,0,0
43,0.4777778,0,0,0,0,0,0,0,0,0
44,0.4888889,0,0,0,0,0,0,0,0,0
45,0.5,0,0,0,0,0,0,0,0,0
46,0.5111111,0,0,0,0,0,0,0,0,0
47,0.5222222,0,0,0,0,0,0,0,0,0
48,0.5333334,0,0,0,0,0,0,0,0,0
49,0.5444444,0,0,0,0,0,0,0,0,0
50,0.5555556,0,0,0,0,0,0,0,0,0
51,0.5666667,0,0,0,0,0,0,0,0,0
52,0.5777778,0,0,0,0,0,0,0,0,0
53,0.5888889,0,0,0,0,0,0,0,0,0
54,0.6,0,0,0,0,0,0,0,0,0
55,0.6111111,0,0,0,0,0,0,0,0,0
56,0.6222222,0,0,0,0,0,0,0,0,0
57,0.6333333,0,0,0,0,0,0,0,0,0
58,0.6444445,0,0,0,0,0,0,0,0,0
59,0.6555555,0,0,0,0,0,0,0,0,0
60,0.6666667,0,0,0,0,0,0,0,0,0
61,0.6777778,0,0,0,0,0,0,0,0,0
62,0.6888889,0,0,0,0,0,0,0,0,0
63,0.7,0,0,0,0,0,0,0,0,0
64,0.7111111,0,0,0,0,0,0,0,0,0
65,0.7222223,0,0,0,0,0,0,0,0,0
66,0.7333333,0,0,0,0,0,0,0,0,0
67,0.7444445,0,0,0,0,0,0,0,0,0
